text,label
"Ngược lại với giai đoạn hưng cảm, ở giai đoạn trầm cảm, người mắc rối loạn lưỡng cực sẽ có suy nghĩ, cảm xúc tiêu cực.
 Người bệnh cảm thấy buồn vô cớ, không điều gì làm cho họ khuây khỏa hoặc vui lên được
 Người bệnh thường đánh giá thấp bản thân, cảm giác có lỗi
 Cách nhìn về quá khứ, hiện tại, tương lai mang màu sắc ảm đạm
 Buồn rầu, không tin vào khả năng lành bệnh
 Cảm giác đau khổ vì tội lỗi, nỗi buồn không giải quyết được, cảm giác bế tắc không lối thoát thường làm người bệnh có ý tưởng tự sát.
 Mất năng lượng, mất nhiệt huyết trong công việc, cơ thể suy nhược
 Thay đổi chế độ ăn uống, chán ăn, khẩu vị giảm, có lúc bỏ ăn
 Thay đổi giấc ngủ, khó vào giấc ngủ, ngủ hay bị thức giấc
 Quá trình liên tưởng chậm chạp, người bệnh suy nghĩ lâu, trả lời chậm chạp, giảm khả năng tập trung chú ý
 Hoạt động tình dục giảm, ở nữ có thể đi kèm kinh nguyệt không đều hoặc mất kinh.",Rối loạn lưỡng cực (Bipolar disorder)
"Rối loạn ám ảnh cưỡng chế (OCD) được đặc trưng bởi các triệu chứng chính sau:
 1. Ám ảnh gây ra sự đau khổ hoặc lo lắng đáng kể 
 2. Hành vi cưỡng chế lặp đi lặp lại hoặc hành vi tinh thần mà một cá nhân cảm thấy bị thúc đẩy thực hiện
 3. Tốn thời gian cá nhân ảnh hưởng đến các hoạt động và thói quen hàng ngày của họ.
 4. Chức năng suy giảm
 5. Tránh né
 6. Đau khổ và lo lắng",Rối loạn ám ảnh cưỡng chế (OCD)
Tỷ lệ mắc trầm cảm suốt đời của bệnh nhân OCD là bao nhiêu?,Rối loạn ám ảnh cưỡng chế (OCD)
Tri giác sai thực tại thường được khởi phát khi nào?,Khác
"Hiện nay, các phương pháp điều trị Rối loạn điều chỉnh (AD) đã được chứng minh là mang lại hiệu quả lâu dài. Tuy nhiên, kết quả còn phụ thuộc vào tình trạng của bệnh nhân và thời gian phát hiện bệnh. Liệu pháp tâm lý được các bác sĩ ưu tiên sử dụng trong điều trị rối loạn điều chỉnh.",Rối loạn điều chỉnh (AD)
"Trẻ bị rối loạn ngôn ngữ thường sử dụng sai hoặc thiếu hụt các từ ngữ, không có khả năng dùng những chữ và câu nói có ý nghĩa và phù hợp để diễn tả đúng ý nghĩ của mình.",Khác
"Các biểu hiện lâm sàng của rối loạn nhân cách ám ảnh nghi thức có 4 triệu chứng chính:
 Ám ảnh bị nhiễm bẩn, bị lây bệnh Ám ảnh nghi ngờ Dạng ám ảnh mà không có cưỡng bức Dạng chậm chạp ám ảnh",Khác
"Những phương pháp để phòng ngừa stress hiệu quả:
 Giữ tinh thần lạc quan, vui vẻ
 Sắp xếp công việc, học tập hợp lý có xen kẽ với nghỉ ngơi
 Duy trì mối quan hệ tốt đẹp",Căng thẳng Stress
"Những dấu hiệu và triệu chứng của rối loạn nhân cách ranh giới:
 Tâm trạng xấu, dễ phát cáu và có vấn đề trong kiểm soát sự tức giận
 Sợ hãi việc bị bỏ rơi cho dù đó là sự thật hay không, thường có những phản ứng cực đoan như hoảng loạn, giận dữ hoặc phản ứng điên cuồng",Rối loạn nhân cách ranh giới (BPD)
"Một bệnh nhân đến khám với bác sĩ tâm thần và mô tả rằng họ cảm thấy như các cơ quan nội tạng của mình đang phân hủy bên trong cơ thể. Bệnh nhân cũng tin rằng họ đã chết và từ chối ăn uống. Dựa trên mô tả này, điều gì có khả năng nhất xảy ra với bệnh nhân?",Hội chứng Cotard
"Các triệu chứng của ký ức xâm nhập trong rối loạn căng thẳng sau sang chấn (PTSD) bao gồm:
 Những ký ức đau buồn thường xảy ra theo kiểu xâm nhập, tái diễn ngoài ý muốn",Rối loạn căng thẳng sau sang chấn (PTSD)
Bạn gặp một bệnh nhân bị EHS có triệu chứng ảo giác thính giác và thị giác. Bạn cần xác định những yếu tố nào khác để có thể chẩn đoán chính xác hơn?,Hội chứng Exploding Head
Người bệnh khó kiểm soát được lo âu,Rối loạn lo âu
Omega 6 giúp ích gì cho cơ thể chúng ta ?,Rối loạn thần kinh thực vật
"OCD có thể ảnh hưởng đến các cá nhân ở mọi lứa tuổi và mọi tầng lớp xã hội và ước tính nó ảnh hưởng đến 1,6% đến 2,3% dân số Hoa Kỳ nói chung. Thường sử dụng liệu pháp nhận thức hành vi CBT, một loại liệu pháp trò chuyện giúp các cá nhân nhận ra những lối suy nghĩ có hại hoặc sai sự thật và phát triển các chiến lược để ứng phó với các tình huống thử thách.",Rối loạn ám ảnh cưỡng chế (OCD)
"Nguyên nhân dẫn tới stress thường do hai yếu tố tác động: Yếu tố từ bên trong (Sức khỏe: Người bệnh gặp những tình trạng sức khỏe không tốt như ốm đau, dinh dưỡng thiếu chất hoặc mắc bệnh hiểm nghèo khó chữa,... ; Tâm lý: Thường xuyên suy nghĩ những điều tiêu cực, đặt quá nhiều kỳ vọng không thực tế, tự tạo áp lực cho bản thân, thường xuyên mất ngủ và sử dụng chất kích thích,...), Yếu tố từ bên ngoài (Sống trong môi trường nhiều tiếng ồn, thời tiết thay đổi đột ngột, quá nóng hoặc quá lạnh; Môi trường ô nhiễm khói bụi, giao thông tắc nghẽn; Gia đình bất hòa với bố mẹ, người thân trong gia đình, mất bạn bè, người thân,... ; Xã hội áp lực công việc, mâu thuẫn xung đột với người xung quanh, gặp rắc rối trong vấn đề tài chính, bệnh thành tích học tập,... )",Căng thẳng Stress
Cách suy nghĩ để cai nghiện phim đen?,Chứng nghiện
"Những người bị ám ảnh tình dục đặc biệt có khả năng đồng thời bị ám ảnh tôn giáo và hung hăng, trầm cảm lâm sàng và tỷ lệ rối loạn kiểm soát xung lực cao hơn[4] mặc dù sau này ít phổ biến hơn ở bệnh nhân OCD.",Khác
"Tuổi dậy thì là lứa tuổi chịu nhiều biến đổi về hình thể, tâm lý, sinh lý rất phức tạp nhất. Khủng hoảng tâm lý tuổi dậy thì thường gặp hơn hẳn so với các lứa tuổi khác của đời người. Vì vậy các hội chứng tâm lý tuổi dậy thì cũng dễ xảy ra.",Rối loạn tâm lý
Hơn 50% người bệnh rối loạn ám cưỡng chế khởi phát triệu chứng một cách đột ngột.,Rối loạn ám ảnh cưỡng chế (OCD)
"Một số yếu tố làm tăng nguy cơ mắc phải hội chứng Cotard: Mắc bệnh Parkinson, xơ cứng rải rác,…",Hội chứng Cotard
"Khi hưng cảm
 Thay đổi về cảm xúc:
 
 Cảm thấy lạc quan, hoạt bát.
 Dễ bị kích thích bởi các tác nhân bên ngoài, gia tăng ham muốn.
 Thay đổi hành vi:
 
 Nói nhiều và nhanh hơn bình thường, không kiểm soát được.
 Nảy sinh ra nhiều ý tưởng, hành động điên rồ.
 Khó tập trung.
 Gia tăng hoạt động, muốn tham gia nhiều hoạt động cùng một lúc.
 Giảm nhu cầu ngủ.
 Ảo tưởng về khả năng của bản thân.
 Hành động khác thường, thiếu cân nhắc, có thể dẫn đến nguy hiểm cho bản thân hoặc những người xung quanh.
 
 Khi trầm cảm
 Thay đổi về cảm xúc:
 
 Cảm giác buồn chán, bi quan, thậm chí chán ghét, không thiết tha sống.
 Cảm giác vô vị, không cảm xúc với mọi thứ xung quanh.
 Thay đổi về hành vi:
 
 Cảm thấy uể oải, mệt mỏi, làm việc chậm chạp, kém năng suất.
 Tự cô lập bản thân, tách biệt với cộng đồng và xã hội, tránh giao tiếp với người khác.
 Không giữ tập trung, khả năng ghi nhớ kém.
 Khả năng quyết định, suy nghĩ giảm sút.
 Ăn không ngon miệng, buồn ăn, chán ăn.
 Nặng nề nhất là suy nghĩ về tự tử, có ý định tự sát.",Rối loạn lưỡng cực (Bipolar disorder)
"Khi hỏi về các dấu hiệu lâm sàng để chẩn đoán rối loạn cương dương, y bác sĩ thường hỏi các câu hỏi về Tinh hoàn nhỏ hơn bình thường (thí dụ: hiện tượng thiếu hormone), Dương vật không bình thường (thí dụ: bệnh Peyronie). Khi chẩn đoán rối loạn cương dương, y bác sĩ có thể cần xét nghiệm máu để chẩn đoán như Hormones (testosterone, thyroxine), thử thận, gan, chất đường, sắt (đa số những xét nghiệm này thường sẽ cho kết quả bình thường).",Rối loạn cường dương
Có bao nhiêu người nam trên 40 tuổi có triệu chứng RLCD?,Rối loạn cường dương
"Bằng chứng là vào năm 2006, thế giới đã thực sự sửng sốt sau sự ra đi vĩnh viễn của người mẫu Brasil Ana Carolina Reston khi mới 21 tuổi, tại thời điểm đó cô chỉ nặng có 40 kg trong khi chiều cao là 1,72 m, chỉ số khối cơ thể (BMI) vào khoảng 13,4 thấp hơn nhiều so với giá trị cho phép. Sau vụ việc này các quốc gia như Tây Ban Nha, Ý và Brasil đã cấm những người mẫu siêu gầy tham gia trình diễn.",Chán ăn tâm thần
"Ngoài các nguyên nhân cơ bản trên thì những tác nhân dưới đây cũng được đánh giá là yếu tố “châm ngòi” khiến giấc ngủ kinh hoàng phát sinh hoặc diễn biến phức tạp hơn:
 Nghiện rượu bia (ở người lớn);
 Trầm cảm, lo âu;
 Rối loạn hoạt động thở (phổ biến nhất là ngưng thở tắt nghẽn khi say giấc).",Khác
"Ông Nguyễn Văn Bình, 60 tuổi, nghe thấy giọng nói liên tục chỉ trích ông về mọi hành động nhỏ nhặt trong cuộc sống hàng ngày. Ông cảm thấy rất đau khổ và tự ti. Bác sĩ nên làm gì để giúp ông Bình?",Ảo Thanh
Trong quá trình cai thuốc trong khoảng thời gian đầu bạn sữ cảm thấy khó chịu ở cổ họng hoặc ở bụng đi kèm với cảm giác căng thẳng và lo âu không quá nghiêm trọng.,Chứng nghiện
"Cơn tức giận ái kỷ (Narcissistic Rage) là một thuật ngữ lần đầu tiên được đặt ra bởi tác giả Heinz Kohut vào năm 1972 để chỉ xu hướng những người mắc chứng rối loạn nhân cách ái kỷ (NPD) nổi giận bởi những thứ nhỏ nhặt nhất khiêu khích hoặc thậm chí cả khi không có bất kỳ sự khiêu khích rõ ràng nào cả.
 Những người mắc rối loạn nhân cách ái kỷ đòi hỏi người khác phải dành cho mình những phản hồi tích cực và sự ngưỡng mộ nhất định; khi mà điều này không xảy ra, họ có thể cảm thấy xấu hổ trong tiềm thức dẫn đến bột phát cơn tức giận và trở nên bạo lực mà không quan tâm tới cách nó tác động đến người xung quanh.",Rối loạn nhân cách ái kỷ (NPD)
"Hội chứng Munchausen là một dạng rối loạn tâm lý hiếm gặp, người mắc phải thường xuyên có những hành động giống như cơ thể họ đang gặp vấn đề về sức khỏe thể chất hoặc tinh thần (mặc dù thật ra là không có bệnh).",Hội chứng Munchausen
Bị cưỡng bức tình dục có thể dẫn đến OCD đúng không?,Rối loạn ám ảnh cưỡng chế (OCD)
Đâu là nhận định đúng về bệnh hoang tưởng bị bách hại?,Hoang tưởng
"Rối loạn trầm cảm chính hệ còn được gọi là trầm cảm lâm sàng, đây là một tình trạng bệnh lý nghiêm trọng có thể ảnh hưởng đến nhiều lĩnh vực trong cuộc sống của bạn. Khi bị trầm cảm nặng, bạn có thể khó làm việc, học tập, ngủ, ăn uống, vui chơi với bạn bè và tham gia các hoạt động.",Rối loạn trầm cảm
"Rối loạn giải thể nhân cách thường có liên quan đến các sự kiện gây sang chấn nặng hoặc các sang chấn tâm lý từ thời thơ ấu. Do đó, tâm lý trị liệu được xem là phương pháp chính đối với bệnh lý này.",Khác
"Các dấu hiệu của người bị hội chứng Munchausen bao gồm: Tỏ ra khó chịu, miễn cưỡng khi bác sĩ muốn gặp và trao đổi với gia đình, bạn bè hoặc kể về các bác sĩ đã từng điều trị cho họ.",Hội chứng Munchausen
"Những triệu chứng ADHD liên quan đến người trưởng thành gồm:
  Bất cẩn và thiếu chú ý đến chi tiết
  Kỹ năng tổ chức, sắp xếp kém
  Không có khả năng tập trung lâu dài
  Luôn tỏ ra bồn chồn liên tục
  Hay quên
  Khó giữ im lặng và nói luyên thuyên hoặc ngắt lời người khác
  Tâm trạng thường xuyên thay đổi, cáu kỉnh và nóng nảy
  Không có khả năng đối phó với căng thẳng
  Thiếu kiên nhẫn cực độ",Rối loạn tăng động giảm chú ý (ADHD)
"Tỷ lệ mắc bệnh ước tính trong dân số nói chung là khoảng 12% trẻ em.
  Trong số trẻ em thuộc hệ thống phúc lợi trẻ em (ví dụ: được nhận nuôi, được nhận làm con nuôi), tỷ lệ này cao hơn nhiều, dao động từ 1040%.
  RAD phổ biến hơn ở những trẻ từng bị bỏ rơi, lạm dụng hoặc gián đoạn nghiêm trọng trong các mối quan hệ chăm sóc ban đầu.
 Mặc dù RAD tương đối hiếm gặp trong dân số nói chung, nhưng nó phổ biến hơn nhiều ở những trẻ từng trải qua nghịch cảnh và gián đoạn đáng kể trong mối quan hệ chăm sóc ban đầu của chúng",Khác
Những trải nghiệm đầu đời nào được cho là ảnh hưởng đến chứng rối loạn nhân cách ái kỷ (NPD)?,Rối loạn nhân cách ái kỷ (NPD)
"Một số nghiên cứu khác cũng chỉ ra rằng, chế độ ăn uống thiếu dinh dưỡng và độc tố từ môi trường tích tụ trong thời gian mang thai có khả năng tác động đến hệ thần kinh trung ương của thai nhi và làm tăng nguy cơ mắc rối loạn tăng động giảm chú ý.",Rối loạn hành vi
Những nguyên nhân nào gây ra mất ngủ?,Mất ngủ
"Khi người bệnh sợ không gian hẹp ở trong một tình huống ngột ngạt, chật hẹp thì các nhà trị liệu có thể sẽ đưa ra một số kỹ thuật thư giãn và hình dung riêng cho mỗi người.",Chứng sợ không gian hẹp (Claustrophobia)
"Phàn nàn thường xuyên về các triệu chứng cơ thể (ví dụ, đau đầu, đau dạ dày, buồn nôn, nôn) khi bị hoặc sắp bị chia tách khỏi người gắn bó.",Rối loạn lo âu
Hoa thiên lý là loài hoa gì ?,Mất ngủ
"Hội chứng Diogenes là một chứng rối loạn hành vi được đặc trưng bởi sự lơ là quá mức trong việc chăm sóc bản thân. Những người khác biệt có xu hướng rút lui khỏi các tình huống xã hội, không cảm thấy xấu hổ và có thói quen chất đống đồ đạc cho đến khi chúng đổ vỡ. Do đó, hội chứng Diogenes được biết đến với nhiều cái tên khác, chẳng hạn như chứng mất trí nhớ trầm trọng, hội chứng cai nghiện, hội chứng già yếu và hội chứng nhà bừa bộn.",Hội chứng Diogenes
"Trầm cảm, lo lắng: Trầm cảm hay chứng rối loạn lo âu xã hội làm tăng khả năng thanh thiếu niên chìm mình vào mạng xã hội.",Nghiện mạng xã hội
Anh trai tôi hay nhìn và nghe thấy những âm thanh và hình ảnh không có thật. Khi nói chuyện với nhau anh ý hay nói những chuyện không liên quan. Tôi có hỏi một số người bạn học bên y thì thấy bảo anh tôi có thể đang mắc bệnh này. Vậy xin hỏi bác sĩ anh tôi có phải đang bị bệnh không ạ.,Tâm thần phân liệt
"Những thuốc này bao gồm sertraline, citalopram và fluoxetine",Rối loạn phát triển
Ảnh hưởng của cảm xúc tiêu cực lên phổi của con người là gì ?,Rối loạn cảm xúc
"Anh Lê Văn Hải, 35 tuổi, mô tả rằng anh nghe thấy giọng nói liên tục chỉ trích và nhạo báng anh về mọi hành động. Điều này khiến anh cảm thấy rất đau khổ và tự ti. Bác sĩ nên làm gì để giúp anh Hải?",Ảo Thanh
 Dấu hiện nổi biệu của người mắc chứng rối loạn loạn thần do một bệnh cơ thể khác là gì ?,Rối loạn loạn thần
"Trầm cảm đã khiến cho tôi mất đi rất nhiều thứ, từ công việc, bạn bè cho đến tiền bạc. Thật may là vẫn còn gia đình luôn ở bên tôi. Mọi người nên cảnh giác với căn bệnh này nhé.",Trầm cảm sau sinh
Tác hại của các chất kích thích đến giấc ngủ của người trẻ là gì ?,Rối loạn giấc ngủ (Hypersomnia)
"Càng lớn tuổi, quá trình lão hóa càng diễn ra mạnh mẽ, biểu hiện rõ nhất chính là tình trạng da dẻ nhăn nheo, sức khỏe suy giảm đồng thời giấc ngủ cũng chập chờn.",Mất ngủ
 Hậu quả của rối loạn lo âu do một bệnh cơ thể khác là gì ?,Khác
"Thay đổi cấu trúc và chức năng của não bộ là dấu hiệu sớm của bệnh chán ăn tâm thần. Sự phình to của não thất có liên quan đến việc nhịn ăn. Chán ăn tâm thần cũng làm giảm lưu lượng máu trong thái dương, mặc dù điều này được tìm thấy không tương xứng với khối lượng cơ thể hiện thời, nó có thể là đặc điểm nguy hiểm hơn là kết quả của sự nhịn ăn.",Chán ăn tâm thần
Vì sao việc điều trị hội chứng Othello có thể kéo dài từ nhiều tháng đến nhiều năm?,Hội chứng Othello
"Dấu hiệu rối loạn nhân cách chống đối xã hội điển hình là coi thường và vi phạm các quyền của người khác được chỉ ra bởi 3 (hoặc nhiều hơn) trong số những điều sau:
 
 Không tuân thủ các chuẩn mực xã hội liên quan đến các hành vi hợp pháp;
 Lừa dối, nói dối nhiều lần, sử dụng bí danh hoặc lừa bịp người khác để mua vui hoặc thu lợi cá nhân;
 Bốc đồng hoặc không lập kế hoạch;
 Khó chịu và hung dữ, thường xuyên đánh nhau hoặc hành hung;
 Chủ quan đối với tính mạng của bản thân hoặc người khác;
 Thiếu trách nhiệm liên tục, không duy trì hành vi công việc nhất quán hoặc tôn trọng các nghĩa vụ cơ bản;
 Không có thái độ hối hận, thờ ơ hoặc hợp lý hóa việc làm tổn thương, ngược đãi người khác;
 Người bệnh từ 18 tuổi trở lên;
 Đã có bằng chứng về rối loạn ứng xử thường khởi phát trước 15 tuổi.",Rối loạn nhân cách chống đối xã hội (ASPD)
Rối loạn tích trữ là gì?,Hội chứng Hoarding
Bệnh Migraine tiền đình thưởng xuất hiện ở độ tuổi nào ?,Rối loạn tiền đình
Rối loạn không có thể quy do các ảnh hưởng sinh lý của các chất (ví dụ như chất ma túy hoặc các thuốc) hoặc do các tình trạng bệnh cơ thể khác.,Khác
"Alex 28 tuổi hiện đang sống độc thân. àng năm, khi mùa thu chuyển sang mùa đông, Alex nhận thấy sự thay đổi đáng kể trong tâm trạng và mức năng lượng của mình. Anh ta bắt đầu cảm thấy buồn bã, lo lắng và mệt mỏi dai dẳng, kéo dài ít nhất hai tuần mỗi lần. Những triệu chứng này trùng hợp với việc giảm số giờ ban ngày trong những tháng mùa thu và mùa đông, dẫn đến tác động rõ rệt đến sức khỏe tổng thể của anh ấy. Anh ấy cũng bị đau nhức và mệt mỏi về thể chất mà không có nguyên nhân thực thể rõ ràng và không khỏi khi điều trị. Vậy Alex đang gặp vấn đề gì?",Khác
Điều nào dưới đây không phải là triệu chứng của bệnh tự kỷ?,Rối loạn phổ tự kỷ (ASD)
"Bệnh Parkinson đôi khi được gọi là ""bệnh parkinson vô căn"" có đúng không?",Bệnh Parkinson
"Hiện các chuyên gia chưa thể xác định nguyên nhân gây AIWS. Rối loạn sức khỏe tâm thần: Tiền sử mắc các bệnh tâm thần cụ thể cũng dẫn đến AIWS, chẳng hạn tâm thần phân liệt, hội chứng Capgras.",Hội chứng Alice in Wonderland
Cần dùng thuốc giảm đau để điều trị sexual dysfuntion ở nữ giới khi nào?,Rối loạn chức năng tình dục
"Hầu hết bệnh này đều gây mất ngủ vào ban đêm. Dấu hiệu ban đầu là khó vào giấc, sau đó thường tỉnh dậy nửa đêm, không duy trì được giấc ngủ chất lượng.",Mất ngủ
"Rối loạn lưỡng cực là chứng bệnh rối loạn tâm thần hay còn gọi là rối loạn hưng  trầm cảm, tình trạng tâm thần thay đổi thất thường khiến tâm trạng có thể đột ngột hưng phấn như phấn khích quá hoặc tăng động, nhiều lúc lại rơi vào trạng thái trầm cảm",Rối loạn lưỡng cực (Bipolar disorder)
"Rối loạn làm hạn chế hiệu quả giao tiếp, cản trở tham gia xã hội, thành tích
 học tập hoặc hoạt đồng nghề nghiệp.",Khác
"Người bệnh sẽ có cảm giác bản thân đang bị theo dõi, giám sát và có người muốn đầu độc, hãm hại họ. Từ những ý nghĩ đó mà họ sẽ có những hành vi phản kháng, tấn công những đối tượng mà họ nghĩ rằng đang có ý định làm hại đến họ. Trong một số trường hợp người bệnh cũng có thể trốn tránh, thu mình lại.",Bệnh rối loạn tâm thần ở tuổi già
"Để chẩn đoán các rối loạn tâm thần, thường cần một quá trình phức tạp dựa trên việc quan sát kỹ lưỡng các triệu chứng và lịch sử bệnh của bệnh nhân. Quá trình này bao gồm các bước sau: Phỏng vấn lâm sàng và kiểm tra sức khỏe bằng các phương pháp như chụp MRI, Xquang, xét nghiệm máu và kiểm tra độc tố trong nước tiểu.",Hội chứng Folie à Deux
"Bệnh nhân OCD được khuyến khích gì khi chọn hướng điều trị là ""đối diện và đáp trả""?",Rối loạn ám ảnh cưỡng chế (OCD)
"Mất ngủ là một trong các hiện tượng khá phổ biến khiến cho người bệnh khó đi vào giấc ngủ, ngủ không sâu giấc, thường xuyên thức dậy giữa đêm, trằn trọc không ngủ được.",Mất ngủ
"Các triệu chứng của chứng sợ không gian hẹp bao gồm:
 Những triệu chứng này có thể ở mức độ vừa hoặc nặng. Nếu bạn là người bị chứng sợ không gian hẹp, bạn cũng có thể sẽ:
 Tránh các tình huống khiến triệu chứng xuất hiện, ví dụ như tránh đi máy bay, tàu điện, đi thang máy hoặc đi ô tô trong giờ tắc đường.
 Luôn có phản ứng tìm kiếm lối thoát hiểm ở bất cứ nơi nào bạn đặt chân đến
 Cảm thấy sợ hãi và luôn lo lắng rằng, cánh cửa phòng sẽ đột ngột đóng lại khi bạn đang ở trong phòng.
 Ở nơi đông người, bạn sẽ chọn chỗ ngồi gần cửa hoặc ngay đối diện với cửa ra vào.
 Rất nhiều tình huống khác nhau có thể gây ra chứng sợ không gian hẹp, bao gồm:
 Ở trong một căn phòng nhỏ không có cửa sổ
 Điều khiển máy bay hoặc ô tô nhỏ
 Mắc kẹt trong thang máy đông người
 Đang phải tiến hành chụp cộng hưởng từ hoặc chụp CT
 Ở trong một căn phòng lớn, nhưng lại rất đông người, như tại một bữa tiệc hoặc một buổi hòa nhạc",Chứng sợ không gian hẹp (Claustrophobia)
Bệnh loãng xương xuất hiện ở 38% đến 50% người trước tuổi trưởng thành mắc chán ăn tâm lý?,Chán ăn tâm thần
Thanh thiếu niên sử dụng từ 3 giờ từ bao nhiêu trở lên mỗi ngày có nguy cơ cao mắc các vấn đề về sức khỏe tinh thần.,Nghiện mạng xã hội
"với liệu pháp tiếp xúc người bệnh sẽ được trong một tình huống không nguy hiểm nhưng gây ra chứng sợ hãi, Trước sự sợ hãi và hoảng loạn đó người bệnh sợ không gian hẹp phải làm điều gì",Chứng sợ không gian hẹp (Claustrophobia)
"Thường thấy rằng nó phổ biến hơn ở nam giới so với nữ giới, với sự khác biệt trong biểu hiện hành vi giữa hai giới. Các triệu chứng của ADHD bao gồm khó tập trung, mơ màng, khó tuân thủ chỉ dẫn và thường xuyên bỏ quên hoặc làm mất đồ dùng cá nhân. Trẻ ADHD có thể dễ dàng sao lãng, phân tâm và thường không hoàn thành công việc hoặc bài tập được giao. Họ cũng có thể thể hiện sự bồn chồn, sốt sắng và không thể ngồi yên. Các triệu chứng khác bao gồm việc nói quá nhiều, quậy phá, nổi giận dữ dội và gặp khó khăn trong việc kiềm chế cảm xúc. Nếu bạn lo lắng rằng con bạn có thể bị ADHD",Rối loạn tăng động giảm chú ý (ADHD)
"Minh 10 tuổi thường có những dấu hiệu bất thường được cha mẹ và giáo viên của cậu nhận thấy rằng cậu gặp khó khăn trong việc chú ý trong lớp, thường bồn chồn và vặn vẹo trên ghế và thường xuyên làm phiền người khác trong các cuộc trò chuyện. Mặc dù thông minh nhưng kết quả học tập của Minh lại bị ảnh hưởng do không có khả năng tập trung và hoàn thành nhiệm vụ. Cậu ấy cũng cảm thấy khó khăn khi làm theo hướng dẫn và thường xuyên quên nộp bài tập về nhà. Ở nhà, bố mẹ cậu nhận thấy cậu khó sắp xếp ngăn nắp và thường xuyên làm mất đồ đạc. Ngoài ra, tính bốc đồng của Minh đã dẫn đến xung đột với các bạn của mình, vì cậu ấy có xu hướng hành động mà không tính đến hậu quả. Vậy Minh đang mắc bệnh gì?",Rối loạn tăng động giảm chú ý (ADHD)
"Đối với một số trường hợp cần thiết, người bệnh sẽ được cân nhắc để kê đơn thuốc với những loại thuốc chống lo âu, chống trầm cảm. Việc sử dụng các loại thuốc này sẽ giúp bạn kiểm soát tốt các cơn hoảng sợ, lo lắng, đồng thời làm thuyên giảm các triệu chứng về thể chất. Thường thì việc sử dụng thuốc sẽ được áp dụng song song với quá trình trị liệu tâm lý.",Chứng sợ không gian hẹp (Claustrophobia)
"Rối loạn tâm thần là một tình trạng bệnh lý do các rối loạn hoạt động não bộ gây ra những biến đổi không bình thường trong lời nói, hành vi, cảm xúc và ý tưởng. Có hơn 300 loại rối loạn tâm thần khác nhau, bao gồm:
 
  Rối loạn lo âu: Gây ra sự lo lắng, căng thẳng, và sự lo sợ không cần thiết.
  Trầm cảm: Dẫn đến tâm trạng buồn, mất hứng thú, và giảm năng lượng.
  Tâm thần phân liệt: Gây ra mất liên hệ với thực tế và tri giác bất thường.
  Hành vi gây nghiện: Liên quan đến việc sử dụng chất gây nghiện như rượu hoặc ma túy.
  Rối loạn ăn uống: Bao gồm các vấn đề như bulemia, anorexia, và binge eating disorder.",Rối loạn tâm thần
Tần suất đi du lịch: Những đối tượng thường xuyên đi du lịch cũng sẽ có nhiều khả năng trải nghiệm được cảm giác này.,Rối loạn lo âu
Ở người mắc hội chứng Tourette có bao nhiêu phần trăm mắc OCD?,Rối loạn ám ảnh cưỡng chế (OCD)
"C. Giai đoạn này đi kèm với sự thay đổi rõ rệt trong hoạt động của người bệnh mà không phải đặc trưng khi không có triệu chứng.
 D. Rối loạn khí sắc hoặc thay đổi chức năng được quan sát bởi người khác
 E. Giai đoạn này không đủ nặng đểgây suy giảm chức năng xã hội hoặc nghề nghiệp hoặc cần vào viện điều trị, và nếu có yếu tố loạn thần thì cần chẩn đoán là giai đoạn hưng cảm.
 F. Các triệu chứng trên không phải là kết quả sinh lý trực tiếp của một chất (như lạm dụng ma túy, một thuốc hặc một điều trị khác). 
 Lưu ý: Các giai đoạn giống với các giai đoạn hưng cảm nhẹ rõ ràng là hậu quả của điều trị chống trầm cảm (thuốc, sốc điện ) nhưng tồn tại dai dẳng đầy đủ ở các mức độ ngoài tác dụng sinh lý của điều trị đủ bằng chứng cho chẩn đoán một giai đoạn hưng cảm nhẹ. Tuy nhiên cần thận trọng để chỉ ra 1 hoặc 2 triệu chứng (đặc biệt là tăng kích thích,cáu kỉnh, hoặc kích động sau khi sử dụng thuốc chống trầm cảm) không được coi là đủđể chẩn đoán một giai đoạn hưng cảm nhẹ, cũng không nhất thiết phải là tạng lưỡng cực. 
 Lưu ý: Mục AF cấu thành lên hội chứng hưng cảm nhẹ. Giai đoạn hưng cảmnhẹ thường gặp ở rối loạn cảm xúc lưỡng cực I nhưng không yêu cầu nhất thiết chẩn đoán rối loạn cảm xúc lưỡng cực I.",Rối loạn lưỡng cực (Bipolar disorder)
"Dù vậy, những thông tin này sau đó cũng nhanh chóng bị quên lãng, mãi cho đến khi Graziella Magherin – tiến sĩ tâm thần học đang làm việc tại bệnh viện Florence bắt đầu nghiên cứu và trình bày luận điểm của mình. Bà chính là người người đã chứng kiến, đảm nhiệm vai trò chẩn đoán và điều trị cho nhiều du khách cũng có các đặc điểm tương tự. Chính tiến sĩ cũng là người đặt tên chung cho các trạng thái này là hội chứng Stendhal. Tiến sĩ Dr. Fabio Camilletti – PGS tại Đại học Warwick in Coventry ( Vương quốc Anh) đã đưa ra định nghĩa cụ thể hơn về hội chứng Stendhal là chuỗi phản ứng cả về tinh thần lẫn thể chất khi đối diện với cái đẹp thẩm mỹ ( không phải là vẻ đẹp tự nhiên), hay ở đây chính là vẻ đẹp từ các tác phẩm nghệ thuật, công trình được sáng tạo bởi bàn tay của con người.",Hội chứng Stendhal
